,condition
11053,0
11054,0
11055,1
11056,1
11057,1
11058,0
11059,0
11060,1
11061,0
11062,1
11063,1
11064,1
11065,2
11066,0
11067,2
11068,1
11069,0
11070,0
11071,1
11072,1
11073,2
11074,1
11075,1
11076,1
11077,1
11078,1
11079,1
11080,1
11081,1
11082,0
11083,2
11084,1
11085,0
11086,1
11087,0
11088,2
11089,0
11090,1
11091,1
11092,1
11093,2
11094,0
11095,1
11096,2
11097,1
11098,1
11099,1
11100,1
11101,0
11102,1
11103,1
11104,1
11105,0
11106,0
11107,0
11108,1
11109,2
11110,1
11111,2
11112,1
11113,0
11114,0
11115,1
11116,2
11117,0
11118,0
11119,0
11120,1
11121,1
11122,2
11123,1
11124,1
11125,1
11126,0
11127,1
11128,1
11129,0
11130,1
11131,1
11132,2
11133,0
11134,1
11135,0
11136,2
11137,1
11138,1
11139,2
11140,2
11141,1
11142,1
11143,1
11144,1
11145,2
11146,0
11147,1
11148,2
11149,0
11150,0
11151,0
11152,1
11153,0
11154,2
11155,2
11156,0
11157,1
11158,1
11159,0
11160,1
11161,1
11162,1
11163,2
11164,2
11165,1
11166,1
11167,1
11168,1
11169,1
11170,0
11171,1
11172,1
11173,0
11174,0
11175,1
11176,2
11177,0
11178,1
11179,2
11180,1
11181,1
11182,1
11183,1
11184,1
11185,0
11186,0
11187,1
11188,2
11189,0
11190,0
11191,1
11192,0
11193,2
11194,0
11195,0
11196,0
11197,0
11198,1
11199,1
11200,2
11201,1
11202,1
11203,1
11204,2
11205,1
11206,1
11207,0
11208,0
11209,1
11210,0
11211,0
11212,0
11213,1
11214,1
11215,1
11216,1
11217,2
11218,1
11219,0
11220,1
11221,2
11222,0
11223,1
11224,2
11225,0
11226,1
11227,2
11228,0
11229,0
11230,1
11231,1
11232,1
11233,1
11234,1
11235,0
11236,1
11237,0
11238,1
11239,1
11240,2
11241,1
11242,0
11243,1
11244,0
11245,1
11246,1
11247,1
11248,2
11249,2
11250,0
11251,1
11252,1
11253,0
11254,1
11255,0
11256,0
11257,1
11258,1
11259,2
11260,0
11261,0
11262,1
11263,0
11264,1
11265,0
11266,2
11267,2
11268,1
11269,2
11270,1
11271,0
11272,2
11273,0
11274,0
11275,1
11276,2
11277,0
11278,0
11279,1
11280,1
11281,1
11282,2
11283,2
11284,0
11285,1
11286,0
11287,1
11288,2
11289,1
11290,1
11291,1
11292,0
11293,1
11294,1
11295,2
11296,1
11297,1
11298,1
11299,1
11300,1
11301,0
11302,1
11303,1
11304,1
11305,1
11306,0
11307,2
11308,1
11309,1
11310,0
11311,2
11312,1
11313,0
11314,1
11315,0
11316,1
11317,1
11318,0
11319,2
11320,0
11321,1
11322,2
11323,1
11324,1
11325,1
11326,2
11327,0
11328,1
11329,0
11330,1
11331,0
11332,0
11333,2
11334,0
11335,1
11336,1
11337,2
11338,0
11339,0
11340,1
11341,1
11342,1
11343,1
11344,2
11345,0
11346,0
11347,0
11348,1
11349,1
11350,2
11351,0
11352,0
11353,1
11354,1
11355,1
11356,1
11357,0
11358,1
11359,0
11360,1
11361,1
11362,2
11363,2
11364,1
11365,1
11366,0
11367,1
11368,1
11369,0
11370,1
11371,0
11372,1
11373,1
11374,1
11375,1
11376,2
11377,1
11378,0
11379,1
11380,1
11381,1
11382,1
11383,2
11384,1
11385,2
11386,0
11387,1
11388,2
11389,1
11390,1
11391,0
11392,1
11393,1
11394,1
11395,2
11396,0
11397,0
11398,1
11399,0
11400,2
11401,1
11402,1
11403,1
11404,1
11405,1
11406,0
11407,1
11408,2
11409,1
11410,2
11411,2
11412,1
11413,2
11414,0
11415,1
11416,2
11417,1
11418,0
11419,1
11420,1
11421,1
11422,1
11423,1
11424,1
11425,0
11426,1
11427,2
11428,2
11429,2
11430,2
11431,1
11432,1
11433,1
11434,1
11435,1
11436,1
11437,2
11438,1
11439,2
11440,1
11441,2
11442,0
11443,1
11444,0
11445,0
11446,1
11447,2
11448,0
11449,1
11450,1
11451,0
11452,1
11453,0
11454,1
11455,0
11456,1
11457,0
11458,0
11459,1
11460,1
11461,0
11462,0
11463,2
11464,1
11465,1
11466,1
11467,1
11468,0
11469,2
11470,1
11471,1
11472,1
11473,0
11474,1
11475,0
11476,1
11477,0
11478,0
11479,1
11480,2
11481,1
11482,1
11483,2
11484,0
11485,1
11486,1
11487,2
11488,1
11489,0
11490,1
11491,1
11492,0
11493,1
11494,2
11495,2
11496,1
11497,0
11498,1
11499,2
11500,0
11501,1
11502,0
11503,1
11504,2
11505,1
11506,2
11507,0
11508,2
11509,2
11510,1
11511,1
11512,1
11513,1
11514,0
11515,1
11516,1
11517,2
11518,1
11519,0
11520,1
11521,1
11522,2
11523,1
11524,1
11525,0
11526,0
11527,1
11528,1
11529,1
11530,1
11531,1
11532,1
11533,1
11534,0
11535,1
11536,0
11537,2
11538,2
11539,1
11540,1
11541,0
11542,1
11543,0
11544,1
11545,1
11546,0
11547,1
11548,0
11549,1
11550,0
11551,1
11552,0
11553,1
11554,1
11555,1
11556,1
11557,1
11558,0
11559,1
11560,0
11561,1
11562,1
11563,1
11564,1
11565,2
11566,0
11567,0
11568,1
11569,1
11570,2
11571,0
11572,1
11573,1
11574,0
11575,0
11576,0
11577,0
11578,0
11579,1
11580,2
11581,1
11582,1
11583,1
11584,1
11585,0
11586,0
11587,0
11588,2
11589,1
11590,1
11591,0
11592,1
11593,1
11594,1
11595,1
11596,0
11597,1
11598,0
11599,1
11600,1
11601,0
11602,2
11603,1
11604,1
11605,1
11606,1
11607,1
11608,1
11609,0
11610,1
11611,2
11612,2
11613,1
11614,0
11615,0
11616,1
11617,0
11618,1
11619,2
11620,2
11621,0
11622,1
11623,0
11624,2
11625,1
11626,2
11627,2
11628,1
11629,1
11630,2
11631,2
11632,2
11633,2
11634,1
11635,1
11636,1
11637,1
11638,1
11639,1
11640,1
11641,0
11642,0
11643,1
11644,2
11645,2
11646,1
11647,1
11648,1
11649,2
11650,1
11651,0
11652,1
11653,1
11654,1
11655,0
11656,1
11657,0
11658,0
11659,0
11660,1
11661,0
11662,0
11663,2
11664,0
11665,1
11666,1
11667,1
11668,1
11669,0
11670,0
11671,1
11672,1
11673,1
11674,1
11675,0
11676,0
11677,1
11678,1
11679,1
11680,1
11681,0
11682,1
11683,1
11684,1
11685,1
11686,0
11687,0
11688,1
11689,0
11690,1
11691,1
11692,0
11693,1
11694,1
11695,1
11696,1
11697,2
11698,0
11699,2
11700,1
11701,2
11702,1
11703,1
11704,2
11705,1
11706,1
11707,0
11708,1
11709,1
11710,2
11711,1
11712,2
11713,2
11714,0
11715,0
11716,1
11717,1
11718,1
11719,0
11720,0
11721,0
11722,1
11723,1
11724,0
11725,2
11726,2
11727,2
11728,1
11729,2
11730,0
11731,0
11732,1
11733,0
11734,2
11735,0
11736,0
11737,1
11738,1
11739,0
11740,0
11741,1
11742,0
11743,1
11744,1
11745,1
11746,2
11747,1
11748,1
11749,0
11750,1
11751,1
11752,1
11753,1
11754,2
11755,1
11756,1
11757,0
11758,0
11759,1
11760,0
11761,1
11762,0
11763,0
11764,2
11765,1
11766,0
11767,2
11768,1
11769,1
11770,2
11771,1
11772,1
11773,2
11774,1
11775,1
11776,1
11777,1
11778,0
11779,0
11780,0
11781,1
11782,1
11783,0
11784,2
11785,2
11786,0
11787,1
11788,1
11789,1
11790,1
11791,2
11792,1
11793,1
11794,0
11795,1
11796,0
11797,0
11798,1
11799,1
11800,2
11801,2
11802,0
11803,1
11804,1
11805,2
11806,1
11807,1
11808,2
11809,1
11810,2
11811,1
11812,0
11813,0
11814,2
11815,2
11816,1
11817,0
11818,1
11819,0
11820,1
11821,1
11822,0
11823,2
11824,0
11825,0
11826,1
11827,2
11828,2
11829,1
11830,2
11831,2
11832,0
11833,1
11834,1
11835,1
11836,1
11837,1
11838,2
11839,1
11840,2
11841,2
11842,1
11843,2
11844,2
11845,0
11846,0
11847,0
11848,0
11849,2
11850,1
11851,0
11852,0
11853,1
11854,0
11855,1
11856,0
11857,2
11858,0
11859,0
11860,0
11861,0
11862,2
11863,0
11864,1
11865,1
11866,0
11867,1
11868,0
11869,1
11870,2
11871,1
11872,0
11873,1
11874,2
11875,1
11876,0
11877,1
11878,1
11879,1
11880,1
11881,0
11882,1
11883,0
11884,1
11885,1
11886,0
11887,1
11888,1
11889,1
11890,2
11891,0
11892,0
11893,1
11894,0
11895,1
11896,0
11897,1
11898,1
11899,1
11900,2
11901,2
11902,1
11903,1
11904,1
11905,0
11906,1
11907,2
11908,1
11909,0
11910,0
11911,1
11912,0
11913,0
11914,1
11915,2
11916,0
11917,0
11918,1
11919,1
11920,1
11921,0
11922,1
11923,2
11924,1
11925,1
11926,0
11927,1
11928,1
11929,1
11930,0
11931,0
11932,0
11933,2
11934,2
11935,0
11936,0
11937,1
11938,1
11939,0
11940,1
11941,0
11942,0
11943,0
11944,2
11945,1
11946,1
11947,1
11948,1
11949,0
11950,1
11951,1
11952,0
11953,0
11954,1
11955,1
11956,1
11957,0
11958,0
11959,1
11960,1
11961,0
11962,1
11963,2
11964,1
11965,1
11966,2
11967,1
11968,0
11969,1
11970,1
11971,1
11972,1
11973,1
11974,2
11975,1
11976,1
11977,1
11978,1
11979,0
11980,2
11981,1
11982,1
11983,2
11984,1
11985,1
11986,1
11987,0
11988,1
11989,1
11990,2
11991,1
11992,1
11993,1
11994,1
11995,1
11996,0
11997,2
11998,1
11999,1
12000,0
12001,1
12002,1
12003,0
12004,1
12005,0
12006,0
12007,0
12008,1
12009,0
12010,1
12011,1
12012,1
12013,2
12014,1
12015,1
12016,1
12017,1
12018,1
12019,1
12020,0
12021,0
12022,1
12023,1
12024,0
12025,0
12026,0
12027,0
12028,1
12029,1
12030,1
12031,1
12032,0
12033,1
12034,0
12035,1
12036,1
12037,1
12038,1
12039,1
12040,0
12041,2
12042,1
12043,1
12044,1
12045,1
12046,1
12047,0
12048,0
12049,0
12050,1
12051,1
12052,2
12053,0
12054,1
12055,1
12056,1
12057,0
12058,2
12059,0
12060,1
12061,0
12062,1
12063,0
12064,2
12065,0
12066,1
12067,0
12068,1
12069,1
12070,1
12071,1
12072,0
12073,2
12074,1
12075,1
12076,1
12077,1
12078,0
12079,1
12080,1
12081,0
12082,1
12083,1
12084,2
12085,1
12086,0
12087,0
12088,1
12089,1
12090,1
12091,1
12092,0
12093,0
12094,2
12095,0
12096,1
12097,1
12098,2
12099,1
12100,1
12101,1
12102,1
12103,1
12104,1
12105,1
12106,2
12107,1
12108,1
12109,1
12110,1
12111,1
12112,1
12113,2
12114,1
12115,2
12116,1
12117,0
12118,1
12119,1
12120,1
12121,0
12122,1
12123,1
12124,2
12125,2
12126,2
12127,0
12128,1
12129,1
12130,1
12131,2
12132,0
12133,1
12134,1
12135,1
12136,1
12137,2
12138,1
12139,0
12140,0
12141,1
12142,1
12143,1
12144,0
12145,1
12146,2
12147,1
12148,1
12149,1
12150,1
12151,1
12152,1
12153,0
12154,0
12155,0
12156,1
12157,0
12158,0
12159,1
12160,1
12161,1
12162,0
12163,0
12164,2
12165,1
12166,1
12167,1
12168,2
12169,0
12170,1
12171,2
12172,1
12173,1
12174,0
12175,0
12176,1
12177,1
12178,1
12179,0
12180,1
12181,0
12182,1
12183,1
12184,1
12185,1
12186,0
12187,1
12188,0
12189,2
12190,1
12191,1
12192,1
12193,2
12194,0
12195,0
12196,1
12197,1
12198,0
12199,2
12200,2
12201,1
12202,0
12203,1
12204,2
12205,0
12206,2
12207,2
12208,1
12209,0
12210,1
12211,1
12212,0
12213,2
12214,1
12215,0
12216,1
12217,0
12218,1
12219,0
12220,1
12221,0
12222,0
12223,1
12224,2
12225,2
12226,0
12227,1
12228,0
12229,2
12230,2
12231,0
12232,1
12233,2
12234,2
12235,1
12236,1
12237,0
12238,1
12239,1
12240,1
12241,1
12242,1
12243,1
12244,1
12245,0
12246,1
12247,1
12248,1
12249,1
12250,1
12251,1
12252,0
12253,1
12254,1
12255,1
12256,1
12257,1
12258,1
12259,0
12260,1
12261,1
12262,0
12263,1
12264,1
12265,1
12266,1
12267,1
12268,1
12269,1
12270,0
12271,0
12272,1
12273,0
12274,0
12275,0
12276,1
12277,1
12278,0
12279,2
12280,1
12281,0
12282,0
12283,1
12284,1
12285,2
12286,1
12287,1
12288,1
12289,1
12290,1
12291,1
12292,0
12293,0
12294,1
12295,0
12296,2
12297,1
12298,0
12299,2
12300,0
12301,1
12302,0
12303,1
12304,1
12305,0
12306,0
12307,1
12308,1
12309,0
12310,1
12311,0
12312,2
12313,0
12314,1
12315,0
12316,1
12317,1
12318,0
12319,0
12320,0
12321,0
12322,1
12323,1
12324,1
12325,1
12326,0
12327,1
12328,0
12329,1
12330,2
12331,1
12332,1
12333,1
12334,2
12335,0
12336,0
12337,1
12338,2
12339,1
12340,1
12341,1
12342,1
12343,0
12344,0
12345,0
12346,1
12347,2
12348,0
12349,0
12350,0
12351,0
12352,2
12353,0
12354,1
12355,1
12356,0
12357,2
12358,1
12359,1
12360,1
12361,1
12362,1
12363,2
12364,1
12365,1
12366,0
12367,0
12368,2
12369,0
12370,1
12371,0
12372,0
12373,0
12374,0
12375,1
12376,0
12377,1
12378,1
12379,1
12380,1
12381,1
12382,2
12383,1
12384,1
12385,0
12386,1
12387,1
12388,1
12389,1
12390,1
12391,2
12392,1
12393,1
12394,0
12395,1
12396,0
12397,1
12398,0
12399,2
12400,1
12401,0
12402,0
12403,1
12404,0
12405,0
12406,2
12407,1
12408,2
12409,1
12410,1
12411,1
12412,0
12413,0
12414,2
12415,0
12416,1
12417,1
12418,0
12419,1
12420,2
12421,0
12422,0
12423,1
12424,1
12425,1
12426,1
12427,1
12428,0
12429,1
12430,2
12431,1
12432,2
12433,0
12434,1
12435,1
12436,0
12437,1
12438,2
12439,1
12440,1
12441,1
12442,1
12443,1
12444,0
12445,1
12446,1
12447,1
12448,1
12449,1
12450,1
12451,1
12452,1
12453,0
12454,1
12455,0
12456,0
12457,2
12458,0
12459,1
12460,0
12461,1
12462,1
12463,1
12464,1
12465,0
12466,0
12467,0
12468,1
12469,2
12470,0
12471,1
12472,2
12473,1
12474,2
12475,1
12476,1
12477,2
12478,0
12479,1
12480,1
12481,0
12482,1
12483,2
12484,0
12485,1
12486,0
12487,0
12488,1
12489,0
12490,1
12491,1
12492,1
12493,0
12494,1
12495,2
12496,1
12497,2
12498,1
12499,1
12500,1
12501,0
12502,1
12503,0
12504,1
12505,0
12506,2
12507,0
12508,2
12509,1
12510,1
12511,0
12512,1
12513,0
12514,1
12515,0
12516,1
12517,1
12518,1
12519,0
12520,0
12521,1
12522,1
12523,1
12524,0
12525,1
12526,1
12527,2
12528,1
12529,1
12530,1
12531,1
12532,1
12533,1
12534,0
12535,0
12536,1
12537,0
12538,1
12539,1
12540,2
12541,1
12542,1
12543,1
12544,1
12545,1
12546,2
12547,2
12548,0
12549,1
12550,1
12551,0
12552,1
12553,1
12554,1
12555,2
12556,2
12557,1
12558,1
12559,0
12560,1
12561,1
12562,0
12563,1
12564,1
12565,1
12566,1
12567,1
12568,0
12569,2
12570,0
12571,1
12572,2
12573,1
12574,0
12575,1
12576,0
12577,1
12578,1
12579,2
12580,2
12581,1
12582,2
12583,0
12584,0
12585,0
12586,0
12587,2
12588,2
12589,2
12590,1
12591,1
12592,1
12593,0
12594,0
12595,1
12596,1
12597,0
12598,2
12599,2
12600,1
12601,0
12602,0
12603,0
12604,0
12605,1
12606,1
12607,1
12608,2
12609,2
12610,0
12611,1
12612,1
12613,1
12614,0
12615,2
12616,1
12617,1
12618,1
12619,1
12620,1
12621,2
12622,1
12623,1
12624,1
12625,2
12626,1
12627,2
12628,1
12629,2
12630,0
12631,1
12632,1
12633,1
12634,0
12635,1
12636,1
12637,1
12638,2
12639,1
12640,2
12641,1
12642,0
12643,1
12644,1
12645,2
12646,2
12647,1
12648,1
12649,0
12650,1
12651,0
12652,1
12653,1
12654,1
12655,1
12656,2
12657,1
12658,1
12659,0
12660,1
12661,1
12662,2
12663,1
12664,0
12665,1
12666,1
12667,0
12668,0
12669,1
12670,1
12671,0
12672,2
12673,2
12674,0
12675,1
12676,0
12677,0
12678,1
12679,1
12680,0
12681,1
12682,0
12683,0
12684,1
12685,2
12686,0
12687,0
12688,1
12689,1
12690,0
12691,2
12692,1
12693,1
12694,1
12695,1
12696,1
12697,2
12698,1
12699,1
12700,1
12701,1
12702,1
12703,1
12704,0
12705,0
12706,0
12707,0
12708,2
12709,1
12710,2
12711,1
12712,1
12713,1
12714,0
12715,2
12716,1
12717,0
12718,1
12719,0
12720,1
12721,0
12722,1
12723,2
12724,1
12725,1
12726,0
12727,1
12728,2
12729,1
12730,0
12731,1
12732,0
12733,2
12734,1
12735,0
12736,0
12737,1
12738,0
12739,2
12740,1
12741,0
12742,0
12743,0
12744,2
12745,1
12746,2
12747,1
12748,1
12749,0
12750,1
12751,0
12752,1
12753,0
12754,1
12755,0
12756,0
12757,1
12758,0
12759,0
12760,1
12761,1
12762,0
12763,1
12764,0
12765,1
12766,1
12767,0
12768,1
12769,2
12770,1
12771,1
12772,1
12773,1
12774,2
12775,1
12776,1
12777,2
12778,1
12779,0
12780,1
12781,1
12782,1
12783,0
12784,1
12785,1
12786,1
12787,1
12788,1
12789,1
12790,2
12791,1
12792,1
12793,1
12794,0
12795,0
12796,0
12797,1
12798,2
12799,2
12800,2
12801,1
12802,1
12803,0
12804,0
12805,1
12806,2
12807,1
12808,1
12809,0
12810,1
12811,0
12812,1
12813,0
12814,0
12815,1
12816,2
12817,0
12818,1
12819,0
12820,1
12821,1
12822,2
12823,1
12824,0
12825,1
12826,0
12827,0
12828,1
12829,2
12830,0
12831,2
12832,2
12833,1
12834,1
12835,1
12836,1
12837,0
12838,0
12839,1
12840,0
12841,1
12842,0
12843,0
12844,0
12845,1
12846,0
12847,1
12848,0
12849,1
12850,0
12851,0
12852,0
12853,1
12854,0
12855,1
12856,1
12857,1
12858,0
12859,0
12860,1
12861,0
12862,2
12863,0
12864,1
12865,0
12866,1
12867,1
12868,1
12869,1
12870,1
12871,2
12872,2
12873,1
12874,1
12875,2
12876,0
12877,0
12878,1
12879,1
12880,0
12881,1
12882,0
12883,1
12884,1
12885,0
12886,0
12887,2
12888,2
12889,1
12890,0
12891,1
12892,1
12893,1
12894,0
12895,0
12896,0
12897,2
12898,0
12899,1
12900,1
12901,1
12902,0
12903,2
12904,0
12905,0
12906,1
12907,1
12908,2
12909,0
12910,1
12911,1
12912,1
12913,1
12914,1
12915,1
12916,0
12917,2
12918,1
12919,1
12920,0
12921,1
12922,0
12923,2
12924,1
12925,1
12926,1
12927,0
12928,1
12929,0
12930,1
12931,1
12932,1
12933,1
12934,1
12935,2
12936,0
12937,0
12938,1
12939,0
12940,2
12941,2
12942,2
12943,1
12944,0
12945,0
12946,0
12947,1
12948,1
12949,1
12950,0
12951,0
12952,1
12953,1
12954,1
12955,2
12956,2
12957,1
12958,0
12959,1
12960,1
12961,1
12962,1
12963,1
12964,0
12965,0
12966,0
12967,1
12968,2
12969,2
12970,0
12971,2
12972,0
12973,1
12974,1
12975,1
12976,1
12977,0
12978,0
12979,1
12980,2
12981,0
12982,1
12983,2
12984,0
12985,1
12986,1
12987,1
12988,1
12989,1
12990,2
12991,2
12992,1
12993,1
12994,2
12995,2
12996,1
12997,0
12998,2
12999,0
13000,1
13001,1
13002,1
13003,0
13004,0
13005,2
13006,1
13007,1
13008,0
13009,1
13010,1
13011,1
13012,0
13013,0
13014,1
13015,1
13016,2
13017,1
13018,0
13019,2
13020,2
13021,2
13022,1
13023,2
13024,1
13025,1
13026,1
13027,2
13028,1
13029,1
13030,1
13031,1
13032,1
13033,0
13034,0
13035,1
13036,1
13037,0
13038,1
13039,1
13040,0
13041,2
13042,1
13043,0
13044,1
13045,2
13046,1
13047,1
13048,1
13049,0
13050,0
13051,1
13052,2
13053,0
13054,1
13055,0
13056,0
13057,1
13058,0
13059,0
13060,0
13061,0
13062,2
13063,1
13064,1
13065,2
13066,1
13067,1
13068,1
13069,0
13070,0
13071,1
13072,0
13073,1
13074,1
13075,1
13076,0
13077,1
13078,2
13079,0
13080,1
13081,1
13082,0
13083,0
13084,1
13085,1
13086,0
13087,0
13088,0
13089,2
13090,2
13091,1
13092,1
13093,2
13094,0
13095,1
13096,1
13097,1
13098,2
13099,0
13100,2
13101,1
13102,1
13103,0
13104,0
13105,1
13106,0
13107,1
13108,2
13109,0
13110,2
13111,2
13112,2
13113,1
13114,1
13115,0
13116,1
13117,1
13118,1
13119,0
13120,1
13121,0
13122,1
13123,1
13124,0
13125,1
13126,1
13127,0
13128,2
13129,1
13130,1
13131,1
13132,2
13133,1
13134,0
13135,2
13136,0
13137,2
13138,2
13139,1
13140,0
13141,1
13142,0
13143,1
13144,2
13145,1
13146,1
13147,2
13148,0
13149,2
13150,0
13151,1
13152,1
13153,1
13154,0
13155,1
13156,2
13157,1
13158,1
13159,1
13160,1
13161,1
13162,1
13163,1
13164,2
13165,0
13166,0
13167,1
13168,1
13169,0
13170,1
13171,2
13172,1
13173,0
13174,1
13175,1
13176,1
13177,1
13178,1
13179,1
13180,1
13181,1
13182,1
13183,1
13184,2
13185,1
13186,2
13187,2
13188,2
13189,1
13190,1
13191,0
13192,2
13193,1
13194,1
13195,1
13196,1
13197,2
13198,1
13199,2
13200,1
13201,2
13202,1
13203,0
13204,1
13205,1
13206,1
13207,0
13208,2
13209,1
13210,1
13211,0
13212,1
13213,0
13214,2
13215,1
13216,1
13217,1
13218,1
13219,2
13220,2
13221,1
13222,1
13223,1
13224,1
13225,2
13226,0
13227,0
13228,1
13229,1
13230,0
13231,0
13232,0
13233,1
13234,1
13235,1
13236,1
13237,2
13238,1
13239,1
13240,0
13241,2
13242,1
13243,1
13244,1
13245,2
13246,1
13247,1
13248,1
13249,1
13250,1
13251,0
13252,1
13253,1
13254,0
13255,0
13256,1
13257,1
13258,0
13259,0
13260,1
13261,2
13262,0
13263,2
13264,0
13265,1
13266,1
13267,1
13268,0
13269,0
13270,0
13271,1
13272,1
13273,2
13274,1
13275,0
13276,0
13277,1
13278,0
13279,1
13280,1
13281,1
13282,2
13283,0
13284,2
13285,0
13286,2
13287,1
13288,2
13289,0
13290,2
13291,1
13292,1
13293,1
13294,1
13295,2
13296,1
13297,1
13298,0
13299,0
13300,1
13301,1
13302,1
13303,2
13304,2
13305,1
13306,0
13307,1
13308,2
13309,1
13310,2
13311,1
13312,2
13313,0
13314,1
13315,1
13316,0
13317,0
13318,1
13319,0
13320,1
13321,1
13322,1
13323,0
13324,2
13325,2
13326,0
13327,0
13328,1
13329,1
13330,2
13331,0
13332,1
13333,1
13334,1
13335,1
13336,1
13337,1
13338,1
13339,1
13340,0
13341,1
13342,0
13343,0
13344,0
13345,1
13346,0
13347,0
13348,1
13349,1
13350,1
13351,0
13352,1
13353,1
13354,0
13355,2
13356,1
13357,2
13358,1
13359,2
13360,0
13361,2
13362,1
13363,1
13364,0
13365,0
13366,0
13367,1
13368,2
13369,2
13370,0
13371,1
13372,1
13373,0
13374,1
13375,1
13376,1
13377,0
13378,2
13379,1
13380,0
13381,2
13382,1
13383,1
13384,1
13385,2
13386,0
13387,0
13388,0
13389,1
13390,0
13391,1
13392,1
13393,1
13394,1
13395,2
13396,0
13397,1
13398,1
13399,0
13400,1
13401,2
13402,1
13403,2
13404,2
13405,0
13406,2
13407,0
13408,0
13409,1
13410,0
13411,1
13412,0
13413,1
13414,1
13415,1
13416,1
13417,2
13418,1
13419,1
13420,0
13421,1
13422,1
13423,1
13424,2
13425,1
13426,1
13427,1
13428,1
13429,1
13430,1
13431,1
13432,0
13433,1
13434,2
13435,1
13436,1
13437,1
13438,1
13439,1
13440,1
13441,1
13442,1
13443,2
13444,0
13445,1
13446,2
13447,1
